incident_id,nature,area,agency,reported_dt_raw,address,reported_dt,year,month,day,hour,dow,nature_grp,lat,lon
24-P04461,VIN INSPECTION,PD8,PPD,14:01:08 02/27/24,"404 WAYNE AVE, Pocatello, ID 83201",2024-02-27 14:01:08,2024,2,27,14,1,OTHER,42.8825464,-112.4451649
24-P04486,WELFARE CHECK,PD8,PPD,20:12:07 02/27/24,"520 WILLARD AVE, Pocatello, ID 83201",2024-02-27 20:12:07,2024,2,27,20,1,SERVICE,42.8846278,-112.4476266
24-P04504,WELFARE CHECK,PD8,PPD,07:28:51 02/28/24,"431 S 9TH AVE, Pocatello, ID 83201",2024-02-28 07:28:51,2024,2,28,7,2,SERVICE,42.8665233,-112.4366036
24-P04542,ABANDONED VEHIC,PD8,PPD,13:53:19 02/28/24,"500 WILLARD AVE, Pocatello, ID 83201",2024-02-28 13:53:19,2024,2,28,13,2,TRAFFIC,42.884309,-112.447628
24-P04545,ACCIDENT,PD8,PPD,14:56:45 02/28/24,"123 JEFFERSON AVE, Pocatello, ID 83201",2024-02-28 14:56:45,2024,2,28,14,2,OTHER,42.8773984,-112.4417652
24-P04557,ANIMAL PROBLEM,PD8,PPD,16:28:02 02/28/24,"RANDOLPH AVE & E MAPLE ST, Pocatello, ID 83201",2024-02-28 16:28:02,2024,2,28,16,2,OTHER,,
24-P04564,MISSING PERSON,PD8,PPD,19:30:05 02/28/24,"653 JEFFERSON AVE, Pocatello, ID 83201",2024-02-28 19:30:05,2024,2,28,19,2,SERVICE,42.8869116,-112.4417047
24-P04582,ACCIDENT,PD8,PPD,07:17:50 02/29/24,"WILLARD AVE & E OAK ST, Pocatello, ID 83201",2024-02-29 07:17:50,2024,2,29,7,3,OTHER,,
24-P04609,ANIMAL PROBLEM,PD8,PPD,11:24:48 02/29/24,"292 E MAPLE ST, Pocatello, ID 83201",2024-02-29 11:24:48,2024,2,29,11,3,OTHER,42.8806415,-112.4491705
24-P04614,ANIMAL PROBLEM,PD8,PPD,11:39:41 02/29/24,"383 WILLARD AVE, Pocatello, ID 83201",2024-02-29 11:39:41,2024,2,29,11,3,OTHER,42.881986,-112.4478826
24-P04663,WELFARE CHECK,PD8,PPD,00:27:01 03/01/24,"630 WILLARD AVE, Pocatello, ID 83201",2024-03-01 00:27:01,2024,3,1,0,4,SERVICE,42.8865883,-112.4476129
24-P04668,TRESPASSING,PD8,PPD,03:22:34 03/01/24,"105 JEFFERSON AVE, Pocatello, ID 83201",2024-03-01 03:22:34,2024,3,1,3,4,OTHER,42.8771092,-112.4417667
24-P04683,PARKING PROBLEM,PD8,PPD,10:03:32 03/01/24,"E PINE ST & WILLARD AVE, Pocatello, ID 83201",2024-03-01 10:03:32,2024,3,1,10,4,OTHER,,
24-P04688,ANIMAL PROBLEM,PD8,PPD,11:13:28 03/01/24,"100 WASHINGTON AVE, Pocatello, ID 83201",2024-03-01 11:13:28,2024,3,1,11,4,OTHER,42.877056,-112.44646
24-P04702,WELFARE CHECK,PD8,PPD,14:59:25 03/01/24,"PARK AVE & E MAPLE ST, Pocatello, ID 83201",2024-03-01 14:59:25,2024,3,1,14,4,SERVICE,,
24-P04726,RUNAWAY JUVENIL,PD8,PPD,00:53:28 03/02/24,"241 PARK AVE, Pocatello, ID 83201",2024-03-02 00:53:28,2024,3,2,0,5,OTHER,42.8795051,-112.4441913
24-P04728,TRAFFIC HAZARD,PD8,PPD,01:11:27 03/02/24,"596 RANDOLPH AVE, Pocatello, ID 83201",2024-03-02 01:11:27,2024,3,2,1,5,TRAFFIC,42.8858191,-112.4426917
24-P04731,TRAFFIC HAZARD,PD8,PPD,01:25:30 03/02/24,"E OAK ST & RANDOLPH AVE, Pocatello, ID 83201",2024-03-02 01:25:30,2024,3,2,1,5,TRAFFIC,,
24-P04812,SUSPICIOUS,PD8,PPD,19:31:37 03/02/24,"JEFFERSON AVE & E CEDAR ST, Pocatello, ID 83201",2024-03-02 19:31:37,2024,3,2,19,5,OTHER,,
24-P04814,WELFARE CHECK,PD8,PPD,19:48:33 03/02/24,"791 PARK AVE, Pocatello, ID 83201",2024-03-02 19:48:33,2024,3,2,19,5,SERVICE,42.8894288,-112.4441241
24-P04939,ABANDONED VEHIC,PD8,PPD,13:54:50 03/04/24,"WILLARD AVE & E PINE ST, Pocatello, ID 83201",2024-03-04 13:54:50,2024,3,4,13,0,TRAFFIC,,
24-P04944,PARKING PROBLEM,PD8,PPD,13:52:29 03/04/24,"700 WASHINGTON AVE, Pocatello, ID 83201",2024-03-04 13:52:29,2024,3,4,13,0,OTHER,42.888279,-112.446359
24-P04975,FIELD INTERVIEW,PD8,PPD,22:32:06 03/04/24,"E MAPLE ST & RANDOLPH AVE, Pocatello, ID 83201",2024-03-04 22:32:06,2024,3,4,22,0,OTHER,,
24-P04990,WELFARE CHECK,PD8,PPD,08:55:59 03/05/24,"791 PARK AVE, Pocatello, ID 83201",2024-03-05 08:55:59,2024,3,5,8,1,SERVICE,42.8894288,-112.4441241
24-P05104,FIELD INTERVIEW,PD8,PPD,13:15:33 03/06/24,"N 9TH AVE & E YOUNG ST, Pocatello, ID 83201",2024-03-06 13:15:33,2024,3,6,13,2,OTHER,,
24-P05127,WELFARE CHECK,PD8,PPD,17:10:39 03/06/24,"861 JEFFERSON AVE, Pocatello, ID 83201",2024-03-06 17:10:39,2024,3,6,17,2,SERVICE,42.891568,-112.441683
24-P05247,FRAUD,PD8,PPD,11:13:17 03/08/24,"453 E ELM ST, Pocatello, ID 83201",2024-03-08 11:13:17,2024,3,8,11,4,OTHER,42.8786719,-112.4468453
24-P05260,BURGLARY,PD8,PPD,12:47:58 03/08/24,"105 JEFFERSON AVE, Pocatello, ID 83201",2024-03-08 12:47:58,2024,3,8,12,4,PROPERTY,42.8771092,-112.4417667
24-P05262,THEFT,PD8,PPD,13:38:32 03/08/24,"105 JEFFERSON AVE, Pocatello, ID 83201",2024-03-08 13:38:32,2024,3,8,13,4,PROPERTY,42.8771092,-112.4417667
24-P05295,DUI,PD8,PPD,21:18:22 03/08/24,"E PINE ST & WILLARD AVE, Pocatello, ID 83201",2024-03-08 21:18:22,2024,3,8,21,4,TRAFFIC,,
24-P05560,LOST PROPERTY,PD8,PPD,13:20:00 03/08/24,"162 WARREN AVE, Pocatello, ID 83201",2024-03-08 13:20:00,2024,3,8,13,4,OTHER,42.878029,-112.4488989
24-P05342,ANIMAL PROBLEM,PD8,PPD,16:37:31 03/09/24,"WILLARD AVE & E POPLAR ST, Pocatello, ID 83201",2024-03-09 16:37:31,2024,3,9,16,5,OTHER,,
24-P05356,FIELD INTERVIEW,PD8,PPD,20:45:05 03/09/24,"E MAPLE ST & WARREN AVE, Pocatello, ID 83201",2024-03-09 20:45:05,2024,3,9,20,5,OTHER,,
24-P05399,THEFT,PD8,PPD,12:18:49 03/10/24,"105 JEFFERSON AVE, Pocatello, ID 83201",2024-03-10 12:18:49,2024,3,10,12,6,PROPERTY,42.8771092,-112.4417667
24-P05403,ANIMAL PROBLEM,PD8,PPD,13:09:28 03/10/24,"618 E PINE ST, Pocatello, ID 83201",2024-03-10 13:09:28,2024,3,10,13,6,OTHER,42.8842666,-112.4449482
24-P05436,DISTURBANCE,PD8,PPD,03:14:50 03/11/24,"324 WARREN AVE, Pocatello, ID 83201",2024-03-11 03:14:50,2024,3,11,3,0,DISORDER,42.8810626,-112.4488648
24-P05443,ALARM,PD8,PPD,07:44:01 03/11/24,"861 JEFFERSON AVE, Pocatello, ID 83201",2024-03-11 07:44:01,2024,3,11,7,0,OTHER,42.891568,-112.441683
24-P05470,ANIMAL PROBLEM,PD8,PPD,11:32:57 03/11/24,"625 WARREN AVE, Pocatello, ID 83201",2024-03-11 11:32:57,2024,3,11,11,0,OTHER,42.8864864,-112.4490682
24-P05491,THEFT,PD8,PPD,14:24:14 03/11/24,"859 WILLARD AVE, Pocatello, ID 83201",2024-03-11 14:24:14,2024,3,11,14,0,PROPERTY,42.8906954,-112.4478081
24-P05515,SUSPICIOUS,PD8,PPD,18:16:24 03/11/24,"166 WASHINGTON AVE, Pocatello, ID 83201",2024-03-11 18:16:24,2024,3,11,18,0,OTHER,42.8781147,-112.4464441
24-P05546,LICENSING,PD8,PPD,07:48:01 03/12/24,"185 JEFFERSON AVE, Pocatello, ID 83201",2024-03-12 07:48:01,2024,3,12,7,1,OTHER,42.8783942,-112.441759
24-P05608,WELFARE CHECK,PD8,PPD,15:21:25 03/12/24,"653 JEFFERSON AVE, Pocatello, ID 83201",2024-03-12 15:21:25,2024,3,12,15,1,SERVICE,42.8869116,-112.4417047
24-P05626,AGENCY ASSIST,PD8,PPD,18:37:34 03/12/24,"RANDOLPH AVE & E POPLAR ST, Pocatello, ID 83201",2024-03-12 18:37:34,2024,3,12,18,1,OTHER,,
24-P05636,SUSPICIOUS,PD8,PPD,00:20:05 03/13/24,"WARREN AVE & E ELM ST, Pocatello, ID 83201",2024-03-13 00:20:05,2024,3,13,0,2,OTHER,,
24-P05691,ANIMAL PROBLEM,PD8,PPD,17:34:36 03/13/24,"E MAPLE ST & WAYNE AVE, Pocatello, ID 83201",2024-03-13 17:34:36,2024,3,13,17,2,OTHER,,
24-P05724,ANIMAL PROBLEM,PD8,PPD,07:08:17 03/14/24,"832 WILLARD AVE, Pocatello, ID 83201",2024-03-14 07:08:17,2024,3,14,7,3,OTHER,42.8903177,-112.4475881
24-P05742,ANIMAL PROBLEM,PD8,PPD,12:39:19 03/14/24,"227 PARK AVE, Pocatello, ID 83201",2024-03-14 12:39:19,2024,3,14,12,3,OTHER,42.879279,-112.4441936
24-P05800,WELFARE CHECK,PD8,PPD,08:53:56 03/15/24,"254 E PINE ST, Pocatello, ID 83201",2024-03-15 08:53:56,2024,3,15,8,4,SERVICE,42.8842685,-112.4492858
24-P05839,WELFARE CHECK,PD8,PPD,16:56:18 03/15/24,"320 PARK AVE, Pocatello, ID 83201",2024-03-15 16:56:18,2024,3,15,16,4,SERVICE,42.8810065,-112.4439706
24-P05840,WELFARE CHECK,PD8,PPD,17:41:28 03/15/24,"618 E PINE ST, Pocatello, ID 83201",2024-03-15 17:41:28,2024,3,15,17,4,SERVICE,42.8842666,-112.4449482
24-P05846,DISTURBANCE,PD8,PPD,19:15:02 03/15/24,"361 JEFFERSON AVE, Pocatello, ID 83201",2024-03-15 19:15:02,2024,3,15,19,4,DISORDER,42.8816287,-112.4417341
24-P05887,SUSPICIOUS,PD8,PPD,06:18:13 03/16/24,"105 JEFFERSON AVE, Pocatello, ID 83201",2024-03-16 06:18:13,2024,3,16,6,5,OTHER,42.8771092,-112.4417667
24-P05910,ANIMAL PROBLEM,PD8,PPD,12:56:03 03/16/24,"176 WILLARD AVE, Pocatello, ID 83201",2024-03-16 12:56:03,2024,3,16,12,5,OTHER,42.8782787,-112.4476705
24-P05922,OVERDOSE,PD8,PPD,15:33:05 03/16/24,"264 WARREN AVE, Pocatello, ID 83201",2024-03-16 15:33:05,2024,3,16,15,5,OTHER,42.8798855,-112.4488881
24-P05933,WELFARE CHECK,PD8,PPD,16:55:02 03/16/24,"RANDOLPH AVE & E PINE ST, Pocatello, ID 83201",2024-03-16 16:55:02,2024,3,16,16,5,SERVICE,,
24-P05940,ATTEMPT-LOCATE,PD8,PPD,18:11:03 03/16/24,"400 RANDOLPH AVE, Pocatello, ID 83201",2024-03-16 18:11:03,2024,3,16,18,5,OTHER,42.882483,-112.442726
24-P06031,WANTED PERSON,PD8,PPD,04:39:32 03/18/24,"105 JEFFERSON AVE, Pocatello, ID 83201",2024-03-18 04:39:32,2024,3,18,4,0,OTHER,42.8771092,-112.4417667
24-P06042,SUSPICIOUS,PD8,PPD,09:27:21 03/18/24,"437 RANDOLPH AVE, Pocatello, ID 83201",2024-03-18 09:27:21,2024,3,18,9,0,OTHER,42.8830567,-112.4429464
24-P06078,ANIMAL PROBLEM,PD8,PPD,16:09:34 03/18/24,"195 WASHINGTON AVE, Pocatello, ID 83201",2024-03-18 16:09:34,2024,3,18,16,0,OTHER,42.8785649,-112.4466633
24-P06170,ANIMAL PROBLEM,PD8,PPD,16:29:42 03/19/24,"618 E PINE ST, Pocatello, ID 83201",2024-03-19 16:29:42,2024,3,19,16,1,OTHER,42.8842666,-112.4449482
24-P06217,HARASSMENT,PD8,PPD,10:52:39 03/20/24,"375 JEFFERSON AVE, Pocatello, ID 83201",2024-03-20 10:52:39,2024,3,20,10,2,DISORDER,42.8818516,-112.441729
24-P06223,PARKING PROBLEM,PD8,PPD,11:35:08 03/20/24,"111 RANDOLPH AVE, Pocatello, ID 83201",2024-03-20 11:35:08,2024,3,20,11,2,OTHER,42.8772091,-112.4429796
24-P06276,ANIMAL PROBLEM,PD8,PPD,21:07:09 03/20/24,"E MAPLE ST & PARK AVE, Pocatello, ID 83201",2024-03-20 21:07:09,2024,3,20,21,2,OTHER,,
24-P06297,CODE ENFORCE,PD8,PPD,09:33:14 03/21/24,"469 E CEDAR ST, Pocatello, ID 83201",2024-03-21 09:33:14,2024,3,21,9,3,OTHER,42.887692,-112.4467426
24-P06347,ACCIDENT,PD8,PPD,22:02:41 03/21/24,"100 RANDOLPH AVE, Pocatello, ID 83201",2024-03-21 22:02:41,2024,3,21,22,3,OTHER,42.877051,-112.442754
24-P06383,ANIMAL PROBLEM,PD8,PPD,13:19:56 03/22/24,"206 WAYNE AVE, Pocatello, ID 83201",2024-03-22 13:19:56,2024,3,22,13,4,OTHER,42.8789617,-112.445205
24-P06397,HARASSMENT,PD8,PPD,15:19:05 03/22/24,"276 PARK AVE, Pocatello, ID 83201",2024-03-22 15:19:05,2024,3,22,15,4,DISORDER,42.8800872,-112.443963
24-P06475,WELFARE CHECK,PD8,PPD,14:43:20 03/23/24,"353 E MAPLE ST, Pocatello, ID 83201",2024-03-23 14:43:20,2024,3,23,14,5,SERVICE,42.8804741,-112.4481888
24-P06521,ANIMAL PROBLEM,PD8,PPD,11:03:06 03/24/24,"440 WASHINGTON AVE, Pocatello, ID 83201",2024-03-24 11:03:06,2024,3,24,11,6,OTHER,42.8831253,-112.4464096
24-P06591,THEFT,PD8,PPD,10:46:41 03/25/24,"105 JEFFERSON AVE, Pocatello, ID 83201",2024-03-25 10:46:41,2024,3,25,10,0,PROPERTY,42.8771092,-112.4417667
24-P06648,WANTED PERSON,PD8,PPD,00:52:59 03/26/24,"100 RANDOLPH AVE, Pocatello, ID 83201",2024-03-26 00:52:59,2024,3,26,0,1,OTHER,42.877051,-112.442754
24-P06649,DOMESTIC ASLT,PD8,PPD,01:12:00 03/26/24,"100 RANDOLPH AVE, Pocatello, ID 83201",2024-03-26 01:12:00,2024,3,26,1,1,VIOLENT,42.877051,-112.442754
24-P06698,CODE ENFORCE,PD8,PPD,15:38:17 03/26/24,"770 WAYNE AVE, Pocatello, ID 83201",2024-03-26 15:38:17,2024,3,26,15,1,OTHER,42.8890886,-112.4451529
24-P06699,ANIMAL PROBLEM,PD8,PPD,15:41:18 03/26/24,"618 E PINE ST, Pocatello, ID 83201",2024-03-26 15:41:18,2024,3,26,15,1,OTHER,42.8842666,-112.4449482
24-P06714,FIELD INTERVIEW,PD8,PPD,17:14:53 03/26/24,"E PINE ST & WARREN AVE, Pocatello, ID 83201",2024-03-26 17:14:53,2024,3,26,17,1,OTHER,,
24-P06735,DISTURBANCE,PD8,PPD,07:56:13 03/27/24,"490 WAYNE AVE, Pocatello, ID 83201",2024-03-27 07:56:13,2024,3,27,7,2,DISORDER,42.8839312,-112.4451678
24-P06767,ABANDONED VEHIC,PD8,PPD,14:27:09 03/27/24,"664 RANDOLPH AVE, Pocatello, ID 83201",2024-03-27 14:27:09,2024,3,27,14,2,TRAFFIC,42.8871099,-112.4426868
24-P06791,WELFARE CHECK,PD8,PPD,18:10:21 03/27/24,"490 WAYNE AVE, Pocatello, ID 83201",2024-03-27 18:10:21,2024,3,27,18,2,SERVICE,42.8839312,-112.4451678
24-P06829,SUSPICIOUS,PD8,PPD,10:23:37 03/28/24,"343 E MAPLE ST, Pocatello, ID 83201",2024-03-28 10:23:37,2024,3,28,10,3,OTHER,42.8804706,-112.4485718
24-P06889,TRESPASSING,PD8,PPD,21:06:56 03/28/24,"350 E CEDAR ST, Pocatello, ID 83201",2024-03-28 21:06:56,2024,3,28,21,3,OTHER,42.887859,-112.4480231
24-P06891,WELFARE CHECK,PD8,PPD,21:16:11 03/28/24,"645 JEFFERSON AVE, Pocatello, ID 83201",2024-03-28 21:16:11,2024,3,28,21,3,SERVICE,42.8867847,-112.4417042
24-P06912,ATTEMPT-LOCATE,PD8,PPD,02:31:32 03/29/24,"WILLARD AVE & E MAPLE ST, Pocatello, ID 83201",2024-03-29 02:31:32,2024,3,29,2,4,OTHER,,
24-P07388,ANIMAL PROBLEM,PD8,PPD,13:34:12 04/03/24,"E MAPLE ST & PARK AVE, Pocatello, ID 83201",2024-04-03 13:34:12,2024,4,3,13,2,OTHER,,
24-P07056,WELFARE CHECK,PD8,PPD,17:36:35 03/30/24,"623 PARK AVE, Pocatello, ID 83201",2024-03-30 17:36:35,2024,3,30,17,5,SERVICE,42.8867938,-112.4441519
24-P07152,ABANDONED VEHIC,PD8,PPD,19:28:01 03/31/24,"644 WARREN AVE, Pocatello, ID 83201",2024-03-31 19:28:01,2024,3,31,19,6,TRAFFIC,42.8868009,-112.4488444
24-P07174,ABANDONED VEHIC,PD8,PPD,13:42:54 04/01/24,"493 PARK AVE, Pocatello, ID 83201",2024-04-01 13:42:54,2024,4,1,13,0,TRAFFIC,42.8839357,-112.444164
24-P07183,FRAUD,PD8,PPD,14:52:37 04/01/24,"415 RANDOLPH AVE, Pocatello, ID 83201",2024-04-01 14:52:37,2024,4,1,14,0,OTHER,42.8827067,-112.4429486
24-P07193,PATROL ORDINANC,PD8,PPD,15:40:27 04/01/24,"525 WILLARD AVE, Pocatello, ID 83201",2024-04-01 15:40:27,2024,4,1,15,0,OTHER,42.884693,-112.4478509
24-P07201,WANTED PERSON,PD8,PPD,18:41:49 04/01/24,"800 WASHINGTON AVE, Pocatello, ID 83201",2024-04-01 18:41:49,2024,4,1,18,0,OTHER,42.8897959,-112.446346
24-P07214,DRUG VIOLATION,PD8,PPD,19:43:45 04/01/24,"800 WASHINGTON AVE, Pocatello, ID 83201",2024-04-01 19:43:45,2024,4,1,19,0,OTHER,42.8897959,-112.446346
24-P07240,DISTURBANCE,PD8,PPD,01:32:56 04/02/24,"146 WILLARD AVE, Pocatello, ID 83201",2024-04-02 01:32:56,2024,4,2,1,1,DISORDER,42.8778024,-112.4476766
24-P07261,CHILD PROTECTIO,PD8,PPD,09:47:02 04/02/24,"285 JEFFERSON AVE, Pocatello, ID 83201",2024-04-02 09:47:02,2024,4,2,9,1,OTHER,42.8802014,-112.4417543
24-P07365,WELFARE CHECK,PD8,PPD,09:17:10 04/03/24,"575 WILLARD AVE, Pocatello, ID 83201",2024-04-03 09:17:10,2024,4,3,9,2,SERVICE,42.885491,-112.4478486
24-P07393,ANIMAL PROBLEM,PD8,PPD,14:32:48 04/03/24,"618 E PINE ST, Pocatello, ID 83201",2024-04-03 14:32:48,2024,4,3,14,2,OTHER,42.8842666,-112.4449482
24-P07404,WANTED PERSON,PD8,PPD,16:23:02 04/03/24,"650 PARK AVE, Pocatello, ID 83201",2024-04-03 16:23:02,2024,4,3,16,2,OTHER,42.8871083,-112.4439249
24-P07408,ACCIDENT,PD8,PPD,16:45:46 04/03/24,"105 JEFFERSON AVE, Pocatello, ID 83201",2024-04-03 16:45:46,2024,4,3,16,2,OTHER,42.8771092,-112.4417667
24-P07426,DISTURBANCE,PD8,PPD,21:01:47 04/03/24,"650 PARK AVE, Pocatello, ID 83201",2024-04-03 21:01:47,2024,4,3,21,2,DISORDER,42.8871083,-112.4439249
24-P07437,NOISE COMPLAINT,PD8,PPD,10:57:15 04/03/24,"375 JEFFERSON AVE, Pocatello, ID 83201",2024-04-03 10:57:15,2024,4,3,10,2,DISORDER,42.8818516,-112.441729
24-P07535,DISTURBANCE,PD8,PPD,01:47:49 04/05/24,"303 WASHINGTON AVE, Pocatello, ID 83201",2024-04-05 01:47:49,2024,4,5,1,4,DISORDER,42.8807235,-112.4466517
24-P07565,ANIMAL PROBLEM,PD8,PPD,10:53:43 04/05/24,"535 JEFFERSON AVE, Pocatello, ID 83201",2024-04-05 10:53:43,2024,4,5,10,4,OTHER,42.88483,-112.4417214
24-P07669,PARKING PROBLEM,PD8,PPD,16:50:11 04/06/24,"N 10TH AVE & E CUSTER ST, Pocatello, ID 83201",2024-04-06 16:50:11,2024,4,6,16,5,OTHER,,
24-P07689,DISTURBANCE,PD8,PPD,00:00:34 04/07/24,"209 WASHINGTON AVE, Pocatello, ID 83201",2024-04-07 00:00:34,2024,4,7,0,6,DISORDER,42.8790041,-112.4466613
24-P07697,SUSPICIOUS,PD8,PPD,02:58:42 04/07/24,"648 E CEDAR ST, Pocatello, ID 83201",2024-04-07 02:58:42,2024,4,7,2,6,OTHER,42.8878484,-112.4446597
24-P07734,SUSPICIOUS,PD8,PPD,19:27:28 04/07/24,"500 WASHINGTON AVE, Pocatello, ID 83201",2024-04-07 19:27:28,2024,4,7,19,6,OTHER,42.884308,-112.446403
24-P07805,WELFARE CHECK,PD8,PPD,17:53:22 04/08/24,"653 JEFFERSON AVE, Pocatello, ID 83201",2024-04-08 17:53:22,2024,4,8,17,0,SERVICE,42.8869116,-112.4417047
24-P07853,HARASSMENT,PD8,PPD,09:23:26 04/09/24,"511 WAYNE AVE, Pocatello, ID 83201",2024-04-09 09:23:26,2024,4,9,9,1,DISORDER,42.8844663,-112.4453937
24-P07882,CHILD PROTECTIO,PD8,PPD,15:02:48 04/09/24,"754 WASHINGTON AVE, Pocatello, ID 83201",2024-04-09 15:02:48,2024,4,9,15,1,OTHER,42.8888412,-112.4462488
24-P07889,ANIMAL PROBLEM,PD8,PPD,15:47:07 04/09/24,"445 JEFFERSON AVE, Pocatello, ID 83201",2024-04-09 15:47:07,2024,4,9,15,1,OTHER,42.8831832,-112.4417254
24-P07926,AGENCY ASSIST,PD8,PPD,09:56:44 04/10/24,"136 WASHINGTON AVE, Pocatello, ID 83201",2024-04-10 09:56:44,2024,4,10,9,2,OTHER,42.8776335,-112.4464513
24-P07961,SUSPICIOUS,PD8,PPD,17:10:53 04/10/24,"631 WILLARD AVE, Pocatello, ID 83201",2024-04-10 17:10:53,2024,4,10,17,2,OTHER,42.8865893,-112.4478369
24-P07977,VANDALISM,PD8,PPD,15:45:00 04/10/24,"765 JEFFERSON AVE, Pocatello, ID 83201",2024-04-10 15:45:00,2024,4,10,15,2,OTHER,42.8887246,-112.4416841
24-P07982,EXTRA PATROL,PD8,PPD,21:00:00 04/10/24,"631 WILLARD AVE, Pocatello, ID 83201",2024-04-10 21:00:00,2024,4,10,21,2,OTHER,42.8865893,-112.4478369
24-P07996,EXTRA PATROL,PD8,PPD,07:00:00 04/11/24,"631 WILLARD AVE, Pocatello, ID 83201",2024-04-11 07:00:00,2024,4,11,7,3,OTHER,42.8865893,-112.4478369
24-P07997,SUSPICIOUS,PD8,PPD,08:22:50 04/11/24,"631 WILLARD AVE, Pocatello, ID 83201",2024-04-11 08:22:50,2024,4,11,8,3,OTHER,42.8865893,-112.4478369
24-P08013,WANTED PERSON,PD8,PPD,10:47:52 04/11/24,"263 WAYNE AVE, Pocatello, ID 83201",2024-04-11 10:47:52,2024,4,11,10,3,OTHER,42.8798656,-112.4454199
24-P08028,ABANDONED VEHIC,PD8,PPD,12:30:23 04/11/24,"197 RANDOLPH AVE, Pocatello, ID 83201",2024-04-11 12:30:23,2024,4,11,12,3,TRAFFIC,42.8785772,-112.4429937
24-P08056,ANIMAL PROBLEM,PD8,PPD,14:31:56 04/11/24,"618 E PINE ST, Pocatello, ID 83201",2024-04-11 14:31:56,2024,4,11,14,3,OTHER,42.8842666,-112.4449482
24-P08058,SUSPICIOUS,PD8,PPD,14:36:33 04/11/24,"157 WASHINGTON AVE, Pocatello, ID 83201",2024-04-11 14:36:33,2024,4,11,14,3,OTHER,42.8779557,-112.4466705
24-P08087,EXTRA PATROL,PD8,PPD,21:00:00 04/11/24,"631 WILLARD AVE, Pocatello, ID 83201",2024-04-11 21:00:00,2024,4,11,21,3,OTHER,42.8865893,-112.4478369
24-P08189,DISTURBANCE,PD8,PPD,01:39:48 04/13/24,"105 JEFFERSON AVE, Pocatello, ID 83201",2024-04-13 01:39:48,2024,4,13,1,5,DISORDER,42.8771092,-112.4417667
24-P08190,WEAPONS OFFENSE,PD8,PPD,01:43:24 04/13/24,"200 WILLARD AVE, Pocatello, ID 83201",2024-04-13 01:43:24,2024,4,13,1,5,VIOLENT,42.878875,-112.447663
24-P08191,WEAPONS OFFENSE,PD8,PPD,01:44:12 04/13/24,"229 JEFFERSON AVE, Pocatello, ID 83201",2024-04-13 01:44:12,2024,4,13,1,5,VIOLENT,42.8793111,-112.4417464
24-P08192,FIELD INTERVIEW,PD8,PPD,01:54:21 04/13/24,"WARREN AVE & E WALNUT ST, Pocatello, ID 83201",2024-04-13 01:54:21,2024,4,13,1,5,OTHER,,
24-P08226,ANIMAL PROBLEM,PD8,PPD,15:08:27 04/13/24,"513 WILLARD AVE, Pocatello, ID 83201",2024-04-13 15:08:27,2024,4,13,15,5,OTHER,42.8845015,-112.4478515
24-P08232,FOUND PROPERTY,PD8,PPD,17:40:58 04/13/24,"E POPLAR ST & WAYNE AVE, Pocatello, ID 83201",2024-04-13 17:40:58,2024,4,13,17,5,OTHER,,
24-P08256,SUSPICIOUS,PD8,PPD,23:25:13 04/13/24,"608 WILLARD AVE, Pocatello, ID 83201",2024-04-13 23:25:13,2024,4,13,23,5,OTHER,42.8862441,-112.4476152
24-P08622,ANIMAL PROBLEM,PD8,PPD,13:13:29 04/18/24,"315 WASHINGTON AVE, Pocatello, ID 83201",2024-04-18 13:13:29,2024,4,18,13,3,OTHER,42.8809123,-112.4466499
24-P08266,FIELD INTERVIEW,PD8,PPD,01:34:43 04/14/24,"305 JEFFERSON AVE, Pocatello, ID 83201",2024-04-14 01:34:43,2024,4,14,1,6,OTHER,42.8808119,-112.4420311
24-P08330,DISTURBANCE,PD8,PPD,06:48:12 04/15/24,"319 PARK AVE APT A, Pocatello, ID 83201",2024-04-15 06:48:12,2024,4,15,6,0,DISORDER,,
24-P08364,ALARM,PD8,PPD,13:29:46 04/15/24,"509 E OAK ST, Pocatello, ID 83201",2024-04-15 13:29:46,2024,4,15,13,0,OTHER,42.8770152,-112.4456091
24-P08374,MISSING PERSON,PD8,PPD,15:16:47 04/15/24,"653 JEFFERSON AVE, Pocatello, ID 83201",2024-04-15 15:16:47,2024,4,15,15,0,SERVICE,42.8869116,-112.4417047
24-P08476,AGENCY ASSIST,PD8,PPD,20:03:08 04/16/24,"155 WILLARD AVE, Pocatello, ID 83201",2024-04-16 20:03:08,2024,4,16,20,1,OTHER,42.8779304,-112.447898
24-P08481,FOUND PROPERTY,PD8,PPD,18:53:49 04/16/24,"495 WILLARD AVE, Pocatello, ID 83201",2024-04-16 18:53:49,2024,4,16,18,1,OTHER,42.8839986,-112.4478533
24-P08495,WELFARE CHECK,PD8,PPD,02:35:10 04/17/24,"269 WASHINGTON AVE, Pocatello, ID 83201",2024-04-17 02:35:10,2024,4,17,2,2,SERVICE,42.8799647,-112.4466564
24-P08545,AGENCY ASSIST,PD8,PPD,14:58:10 04/17/24,"445 WILLARD AVE, Pocatello, ID 83201",2024-04-17 14:58:10,2024,4,17,14,2,OTHER,42.883194,-112.4478638
24-P08548,VEHICLE BURGLAR,PD8,PPD,15:30:51 04/17/24,"618 E PINE ST, Pocatello, ID 83201",2024-04-17 15:30:51,2024,4,17,15,2,OTHER,42.8842666,-112.4449482
